MtrunA17_CPg0492191	Medtr4g006140
MtrunA17_Chr1g0150751	Medtr1g015040
MtrunA17_Chr1g0150761	Medtr1g015050
MtrunA17_Chr1g0150771	Medtr1g015070
MtrunA17_Chr1R0016220	Medtr1g015100
MtrunA17_Chr1g0150781	Medtr1g015110
MtrunA17_Chr1g0150791	Medtr1g015120
MtrunA17_Chr1g0150801	Medtr1g015140
MtrunA17_Chr1g0150821	Medtr1g015280
MtrunA17_Chr1g0150841	Medtr1g015290
MtrunA17_Chr1g0150851	Medtr1g015300
MtrunA17_Chr1g0150871	Medtr1g015250
MtrunA17_Chr1R0016770	Medtr1g019885
MtrunA17_Chr1R0016770	Medtr3g087375
MtrunA17_Chr1R0016770	Medtr3g088056
MtrunA17_Chr1R0016770	Medtr3g104975
MtrunA17_Chr1R0016770	Medtr3g111365
MtrunA17_Chr1R0016770	Medtr5g022505
MtrunA17_Chr1R0016770	Medtr8g086595
MtrunA17_Chr1g0150931	Medtr1g019885
MtrunA17_Chr1g0150931	Medtr3g087375
MtrunA17_Chr1g0150931	Medtr3g088056
MtrunA17_Chr1g0150931	Medtr3g104975
MtrunA17_Chr1g0150931	Medtr3g111365
MtrunA17_Chr1g0150931	Medtr5g022505
MtrunA17_Chr1g0150931	Medtr8g086595
MtrunA17_Chr1g0150941	Medtr1g015410
MtrunA17_Chr1g0150971	Medtr1g015450
MtrunA17_Chr1R0016990	Medtr1g015460
MtrunA17_Chr1g0150981	Medtr1g015470
MtrunA17_Chr1g0150991	Medtr1g015480
MtrunA17_Chr1g0151011	Medtr1g015490
MtrunA17_Chr1g0151021	Medtr1g015500
MtrunA17_Chr1g0151031	Medtr1g015520
MtrunA17_Chr1g0151041	Medtr1g015530
MtrunA17_Chr1g0151051	Medtr1g015540
MtrunA17_Chr1R0017220	Medtr1g015570
MtrunA17_Chr1R0017230	Medtr1g015570
MtrunA17_Chr1g0151061	Medtr1g015620
MtrunA17_Chr1g0151071	Medtr1g015650
MtrunA17_Chr1g0151111	Medtr1g015720
MtrunA17_Chr1g0151111	Medtr6g008450
MtrunA17_Chr1g0151121	Medtr1g015740
MtrunA17_Chr1g0151131	Medtr1g015740
MtrunA17_Chr1g0151141	Medtr1g015750
MtrunA17_Chr1g0151151	Medtr1g015770
MtrunA17_Chr1g0151161	Medtr1g015780
MtrunA17_Chr1g0151191	Medtr1g015820
MtrunA17_Chr1g0151201	Medtr1g015830
MtrunA17_Chr1g0151211	Medtr1g015840
MtrunA17_Chr1g0151221	Medtr1g015860
MtrunA17_Chr1g0151231	Medtr1g015890
MtrunA17_Chr1g0151241	Medtr1g015910
MtrunA17_Chr1g0151251	Medtr1g015920
MtrunA17_Chr1g0151261	Medtr1g015930
MtrunA17_Chr1g0151271	Medtr1g015940
MtrunA17_Chr1g0151301	Medtr1g015970
MtrunA17_Chr1g0151321	Medtr1g015980
MtrunA17_Chr1g0151331	Medtr1g015990
MtrunA17_Chr1g0151341	Medtr1g016000
MtrunA17_Chr1g0151361	Medtr1g016050
MtrunA17_Chr1R0018410	Medtr1g016060
MtrunA17_Chr1g0151391	Medtr1g016070
MtrunA17_Chr1g0151401	Medtr1g016080
MtrunA17_Chr1g0151411	Medtr1g016100
MtrunA17_Chr1g0151421	Medtr1g016110
MtrunA17_Chr1g0151431	Medtr1g016120
MtrunA17_Chr1g0151441	Medtr1g016140
MtrunA17_Chr1g0151451	Medtr1g016150
MtrunA17_Chr1g0151461	Medtr1g016170
MtrunA17_Chr1g0151471	Medtr1g016200
MtrunA17_Chr1g0151481	Medtr1g016210
MtrunA17_Chr1g0151501	Medtr1g016230
MtrunA17_Chr1g0151511	Medtr1g016280
MtrunA17_Chr1g0151511	Medtr1g016270
MtrunA17_Chr1g0151531	Medtr1g016290
MtrunA17_Chr1g0151541	Medtr1g016300
MtrunA17_Chr1g0151551	Medtr1g016310
MtrunA17_Chr1R0018900	Medtr1g016340
MtrunA17_Chr1g0151571	Medtr1g016340
MtrunA17_Chr1g0151581	Medtr1g016360
MtrunA17_Chr1R0018910	Medtr1g016370
MtrunA17_Chr1g0151591	Medtr1g016390
MtrunA17_Chr1g0151601	Medtr1g016400
MtrunA17_Chr1g0151611	Medtr1g016410
MtrunA17_Chr1g0151621	Medtr1g016430
MtrunA17_Chr1g0151631	Medtr1g016440
MtrunA17_Chr1g0151641	Medtr1g016450
MtrunA17_Chr1g0151651	Medtr1g016460
MtrunA17_Chr1g0151661	Medtr1g016480
MtrunA17_Chr1g0151681	Medtr1g016490
MtrunA17_Chr1g0151691	Medtr1g016510
MtrunA17_Chr1g0151701	Medtr1g016540
MtrunA17_Chr1g0151721	Medtr1g016570
MtrunA17_Chr1g0151731	Medtr1g016740
MtrunA17_Chr1g0151741	Medtr2g101855
MtrunA17_Chr1g0151741	Medtr2g104245
MtrunA17_Chr1g0151741	Medtr3g048925
MtrunA17_Chr1g0151741	Medtr4g075275
MtrunA17_Chr1g0151741	Medtr6g036476
MtrunA17_Chr1g0151741	Medtr6g036555
MtrunA17_Chr1g0151741	Medtr6g069416
MtrunA17_Chr1g0151751	Medtr1g016750
MtrunA17_Chr1g0151761	Medtr1g016760
MtrunA17_Chr1g0151781	Medtr1g016620
MtrunA17_Chr1g0151781	Medtr4g121770
MtrunA17_Chr1g0151791	Medtr1g016630
MtrunA17_Chr1g0151791	Medtr4g121760
MtrunA17_Chr1g0151801	Medtr1g016590
MtrunA17_Chr1g0151981	Medtr1g016400
MtrunA17_Chr1g0152271	Medtr1g093645
MtrunA17_Chr1g0152271	Medtr3g070435
MtrunA17_Chr1g0152271	Medtr5g046045
MtrunA17_Chr1g0152271	Medtr5g076615
MtrunA17_Chr1g0152271	Medtr7g082235
MtrunA17_Chr1g0152271	Medtr8g103935
MtrunA17_Chr1R0022180	Medtr1g093645
MtrunA17_Chr1R0022180	Medtr3g070435
MtrunA17_Chr1R0022180	Medtr5g046045
MtrunA17_Chr1R0022180	Medtr5g076615
MtrunA17_Chr1R0022180	Medtr7g082235
MtrunA17_Chr1R0022180	Medtr8g103935
MtrunA17_Chr1g0152291	Medtr1g017770
MtrunA17_Chr1g0152301	Medtr1g017780
MtrunA17_Chr1g0152321	Medtr1g017800
MtrunA17_Chr1g0152331	Medtr1g017800
MtrunA17_Chr1g0152341	Medtr1g017830
MtrunA17_Chr1g0152361	Medtr1g017870
MtrunA17_Chr1g0152371	Medtr1g017880
MtrunA17_Chr1g0152381	Medtr1g017890
MtrunA17_Chr1g0152391	Medtr1g017900
MtrunA17_Chr1g0152401	Medtr1g017910
MtrunA17_Chr1g0152411	Medtr1g017920
MtrunA17_Chr1g0152421	Medtr1g017940
MtrunA17_Chr1g0152431	Medtr1g017950
MtrunA17_Chr1g0152441	Medtr2g020425
MtrunA17_Chr1g0152441	Medtr2g034765
MtrunA17_Chr1g0152441	Medtr3g077745
MtrunA17_Chr1g0152441	Medtr6g005805
MtrunA17_Chr1g0152461	Medtr1g017990
MtrunA17_Chr1g0152471	Medtr1g018000
MtrunA17_Chr1g0152481	Medtr1g018020
MtrunA17_Chr1g0152511	Medtr1g018280
MtrunA17_Chr1g0152521	Medtr1g018280
MtrunA17_Chr1g0152531	Medtr1g018295
MtrunA17_Chr1g0152531	Medtr1g045905
MtrunA17_Chr1g0152531	Medtr1g045925
MtrunA17_Chr1g0152531	Medtr1g045926
MtrunA17_Chr1g0152531	Medtr1g099845
MtrunA17_Chr1g0152531	Medtr5g009815
MtrunA17_Chr1g0152531	Medtr5g039685
MtrunA17_Chr1g0152531	Medtr7g099835
MtrunA17_Chr1g0152531	Medtr8g098365
MtrunA17_Chr1g0152551	Medtr1g018320
MtrunA17_Chr1R0022920	Medtr1g018170
MtrunA17_Chr1g0152561	Medtr1g018180
MtrunA17_Chr1g0152571	Medtr1g018200
MtrunA17_Chr1g0152581	Medtr1g018045
MtrunA17_Chr1g0152581	Medtr1g083805
MtrunA17_Chr1g0152581	Medtr2g026215
MtrunA17_Chr1g0152581	Medtr2g035066
MtrunA17_Chr1g0152581	Medtr2g081245
MtrunA17_Chr1g0152581	Medtr3g078105
MtrunA17_Chr1g0152581	Medtr4g091545
MtrunA17_Chr1g0152581	Medtr5g007855
MtrunA17_Chr1g0152581	Medtr6g059675
MtrunA17_Chr1g0152591	Medtr1g018050
MtrunA17_Chr1g0152601	Medtr1g076055
MtrunA17_Chr1g0152601	Medtr2g076325
MtrunA17_Chr1g0152601	Medtr2g088225
MtrunA17_Chr1g0152601	Medtr2g088575
MtrunA17_Chr1g0152601	Medtr2g099395
MtrunA17_Chr1g0152601	Medtr2g101385
MtrunA17_Chr1g0152601	Medtr3g014285
MtrunA17_Chr1g0152601	Medtr5g041365
MtrunA17_Chr1g0152601	Medtr5g043995
MtrunA17_Chr1g0152601	Medtr5g045625
MtrunA17_Chr1g0152601	Medtr5g098865
MtrunA17_Chr1g0152601	Medtr8g072675
MtrunA17_Chr1g0152611	Medtr1g018140
MtrunA17_Chr1g0152641	Medtr1g018120
MtrunA17_Chr1g0152641	Medtr1g018350
MtrunA17_Chr1g0152651	Medtr1g018090
MtrunA17_Chr1g0152651	Medtr1g018380
MtrunA17_Chr1g0152661	Medtr1g018420
MtrunA17_Chr1g0152671	Medtr1g018425
MtrunA17_Chr1g0152671	Medtr3g092135
MtrunA17_Chr1g0152671	Medtr4g106905
MtrunA17_Chr1g0152671	Medtr5g030585
MtrunA17_Chr1g0152671	Medtr5g092955
MtrunA17_Chr1g0152671	Medtr8g091205
MtrunA17_Chr1g0152681	Medtr1g018440
MtrunA17_Chr1g0152721	Medtr1g018480
MtrunA17_Chr1g0152731	Medtr1g018485
MtrunA17_Chr1g0152771	Medtr1g018510
MtrunA17_Chr1R0023550	Medtr1g018530
MtrunA17_Chr1g0152781	Medtr1g018550
MtrunA17_Chr1g0152791	Medtr1g018580
MtrunA17_Chr1g0152801	Medtr1g018580
MtrunA17_Chr1g0152811	Medtr1g018590
MtrunA17_Chr1g0152821	Medtr1g018600
MtrunA17_Chr1g0152831	Medtr1g018610
MtrunA17_Chr1g0152841	Medtr1g018620
MtrunA17_Chr1g0152851	Medtr1g018640
MtrunA17_Chr1g0152861	Medtr1g018650
MtrunA17_Chr1g0152871	Medtr1g018680
MtrunA17_Chr1g0152891	Medtr1g018700
MtrunA17_Chr1g0152901	Medtr1g018710
MtrunA17_Chr1g0152911	Medtr1g018740
MtrunA17_Chr1g0152921	Medtr1g018750
MtrunA17_Chr1g0152931	Medtr1g018760
MtrunA17_Chr1g0152951	Medtr1g018790
MtrunA17_Chr1g0152961	Medtr1g018800
MtrunA17_Chr1g0152981	Medtr1g018810
MtrunA17_Chr1g0152991	Medtr1g018820
MtrunA17_Chr1g0153001	Medtr1g018830
MtrunA17_Chr1g0153011	Medtr1g018840
MtrunA17_Chr1g0153031	Medtr1g018900
MtrunA17_Chr1g0153041	Medtr1g018910
MtrunA17_Chr1g0153051	Medtr1g018930
MtrunA17_Chr1g0153061	Medtr1g018940
MtrunA17_Chr1g0153091	Medtr1g018970
MtrunA17_Chr1g0153121	Medtr1g019030
MtrunA17_Chr1g0153131	Medtr1g019040
MtrunA17_Chr1g0153141	Medtr1g019050
MtrunA17_Chr1g0153151	Medtr1g019110
MtrunA17_Chr1g0153161	Medtr1g019120
MtrunA17_Chr1g0153171	Medtr1g019130
MtrunA17_Chr1g0153181	Medtr1g019150
MtrunA17_Chr1g0153201	Medtr1g019170
MtrunA17_Chr1g0153211	Medtr1g019200
MtrunA17_Chr1g0153231	Medtr1g019230
MtrunA17_Chr1g0153241	Medtr1g019240
MtrunA17_Chr1g0153251	Medtr1g019245
MtrunA17_Chr1g0153251	Medtr2g102625
MtrunA17_Chr1g0153251	Medtr3g087375
MtrunA17_Chr1g0153251	Medtr3g104975
MtrunA17_Chr1g0153251	Medtr5g022505
MtrunA17_Chr1g0153251	Medtr7g099276
MtrunA17_Chr1g0153251	Medtr8g066285
MtrunA17_Chr1g0153251	Medtr8g086595
MtrunA17_Chr1g0153251	Medtr3g088056
MtrunA17_Chr1g0153261	Medtr1g019250
MtrunA17_Chr1g0153271	Medtr1g019270
MtrunA17_Chr1g0153281	Medtr1g019280
MtrunA17_Chr1g0153291	Medtr1g019290
MtrunA17_Chr1g0153301	Medtr1g019300
MtrunA17_Chr1g0153321	Medtr1g019340
MtrunA17_Chr1g0153331	Medtr1g019360
MtrunA17_Chr1g0153371	Medtr1g019410
MtrunA17_Chr1g0153381	Medtr1g019430
MtrunA17_Chr1g0153391	Medtr1g019440
MtrunA17_Chr1g0153401	Medtr1g019450
MtrunA17_Chr1g0153411	Medtr1g019480
MtrunA17_Chr1g0153421	Medtr1g019480
MtrunA17_Chr1g0153431	Medtr1g019490
MtrunA17_Chr1g0153441	Medtr1g019500
MtrunA17_Chr1g0153451	Medtr1g019510
MtrunA17_Chr1g0153461	Medtr1g019520
MtrunA17_Chr1g0153471	Medtr1g019530
MtrunA17_Chr1g0153481	Medtr1g019540
MtrunA17_Chr1g0153491	Medtr1g012425
MtrunA17_Chr1g0153491	Medtr1g019535
MtrunA17_Chr1g0153491	Medtr3g070105
MtrunA17_Chr1g0153491	Medtr3g117765
MtrunA17_Chr1g0153491	Medtr4g079365
MtrunA17_Chr1g0153511	Medtr1g019550
MtrunA17_Chr1g0153521	Medtr1g019560
MtrunA17_Chr1R0025990	Medtr1g019580
MtrunA17_Chr1g0153541	Medtr1g019590
MtrunA17_Chr1g0153551	Medtr1g019600
MtrunA17_Chr1g0153561	Medtr1g019610
MtrunA17_Chr1g0153571	Medtr1g019620
MtrunA17_Chr1g0153581	Medtr1g019640
MtrunA17_Chr1g0153591	Medtr1g019650
MtrunA17_Chr1g0153601	Medtr1g019660
MtrunA17_Chr1g0153611	Medtr1g019670
MtrunA17_Chr1g0153651	Medtr1g019740
MtrunA17_Chr1g0153661	Medtr1g019750
MtrunA17_Chr1g0153671	Medtr1g019760
MtrunA17_Chr1g0153681	Medtr1g019770
MtrunA17_Chr1g0153691	Medtr1g019780
MtrunA17_Chr1g0153701	Medtr1g019790
MtrunA17_Chr1g0153711	Medtr1g019800
MtrunA17_Chr1g0153721	Medtr1g019810
MtrunA17_Chr1g0153731	Medtr1g019870
MtrunA17_Chr1g0153741	Medtr1g019885
MtrunA17_Chr1g0153761	Medtr1g019930
MtrunA17_Chr1g0153781	Medtr1g019940
MtrunA17_Chr1g0153891	Medtr1g020950
MtrunA17_Chr1g0153931	Medtr1g021010
MtrunA17_Chr1g0153941	Medtr1g021020
MtrunA17_Chr1g0153951	Medtr1g021040
MtrunA17_Chr1g0153961	Medtr1g021070
MtrunA17_Chr1g0153981	Medtr1g021100
MtrunA17_Chr1g0153991	Medtr1g021110
MtrunA17_Chr1g0154001	Medtr1g021120
MtrunA17_Chr1g0154011	Medtr1g021150
MtrunA17_Chr1g0154021	Medtr1g021180
MtrunA17_Chr1g0154031	Medtr1g021230
MtrunA17_Chr1g0154041	Medtr1g021270
MtrunA17_Chr1R0028000	Medtr1g021270
MtrunA17_Chr1g0154051	Medtr1g021280
MtrunA17_Chr1g0154071	Medtr1g021290
MtrunA17_Chr1g0154101	Medtr1g021320
MtrunA17_Chr1g0154111	Medtr1g021330
MtrunA17_Chr1g0154131	Medtr1g021360
MtrunA17_Chr1g0154151	Medtr1g021380
MtrunA17_Chr1g0154161	Medtr1g021400
MtrunA17_Chr1g0154171	Medtr1g021410
MtrunA17_Chr1g0154211	Medtr1g021440
MtrunA17_Chr1g0154241	Medtr1g021450
MtrunA17_Chr1R0028650	Medtr1g021480
MtrunA17_Chr1g0154251	Medtr1g021500
MtrunA17_Chr1g0154261	Medtr1g021520
MtrunA17_Chr1g0154271	Medtr1g021540
MtrunA17_Chr1g0154281	Medtr1g021570
MtrunA17_Chr1g0154291	Medtr1g021570
MtrunA17_Chr1g0154301	Medtr1g021590
MtrunA17_Chr1g0154311	Medtr1g021610
MtrunA17_Chr1g0154321	Medtr1g021630
MtrunA17_Chr1g0154321	Medtr1g021640
MtrunA17_Chr1R0028930	Medtr1g021630
MtrunA17_Chr1R0028930	Medtr1g021640
MtrunA17_Chr1R0028930	Medtr1g021640
MtrunA17_Chr1R0028930	Medtr1g021650
MtrunA17_Chr1g0154331	Medtr1g021850
MtrunA17_Chr1R0029130	Medtr1g021810
MtrunA17_Chr1g0154411	Medtr1g021670
MtrunA17_Chr1g0154431	Medtr1g021760
MtrunA17_Chr1g0154441	Medtr1g021740
MtrunA17_Chr1R0029350	Medtr1g021710
MtrunA17_Chr1g0154461	Medtr1g021820
MtrunA17_Chr1g0154471	Medtr1g021710
MtrunA17_Chr1g0154491	Medtr1g021730
MtrunA17_Chr1R0031730	Medtr1g070935
MtrunA17_Chr1R0031730	Medtr3g031675
MtrunA17_Chr1R0031730	Medtr8g094746
MtrunA17_Chr1g0155581	Medtr1g022940
MtrunA17_Chr1g0155591	Medtr1g022950
MtrunA17_Chr1g0155601	Medtr1g022960
MtrunA17_Chr1g0155611	Medtr1g022970
MtrunA17_Chr1g0155621	Medtr1g022980
MtrunA17_Chr1g0155631	Medtr1g023000
MtrunA17_Chr1R0032320	Medtr1g023010
MtrunA17_Chr1g0155641	Medtr1g023020
MtrunA17_Chr1g0155651	Medtr1g023030
MtrunA17_Chr1g0155661	Medtr1g023030
MtrunA17_Chr1g0155671	Medtr1g023040
MtrunA17_Chr1g0155681	Medtr1g023050
MtrunA17_Chr1g0155691	Medtr1g023070
MtrunA17_Chr1R0032570	Medtr1g023090
MtrunA17_Chr1g0155701	Medtr1g023120
MtrunA17_Chr1R0032860	Medtr1g023130
MtrunA17_Chr1g0155721	Medtr1g023140
MtrunA17_Chr1g0155731	Medtr1g023150
MtrunA17_Chr1g0155741	Medtr1g023160
MtrunA17_Chr1g0155751	Medtr1g023170
MtrunA17_Chr1g0155761	Medtr1g023180
MtrunA17_Chr1g0155771	Medtr1g023190
MtrunA17_Chr1g0155781	Medtr1g023210
MtrunA17_Chr1g0155791	Medtr1g023230
MtrunA17_Chr1R0033130	Medtr1g023240
MtrunA17_Chr1g0155811	Medtr1g023260
MtrunA17_Chr1g0155811	Medtr1g023290
MtrunA17_Chr1g0155831	Medtr1g023270
MtrunA17_Chr1g0155831	Medtr1g023300
MtrunA17_Chr1g0155851	Medtr1g023310
MtrunA17_Chr1g0155871	Medtr1g023340
MtrunA17_Chr1R0033360	Medtr1g023380
MtrunA17_Chr1g0155881	Medtr1g023400
MtrunA17_Chr1g0155891	Medtr1g023430
MtrunA17_Chr1g0155911	Medtr1g023500
MtrunA17_Chr1g0155921	Medtr1g023510
MtrunA17_Chr1R0033580	Medtr1g023550
MtrunA17_Chr1g0155971	Medtr1g023570
MtrunA17_Chr1g0155981	Medtr1g023590
MtrunA17_Chr1g0155991	Medtr1g023600
MtrunA17_Chr1g0156011	Medtr1g023620
MtrunA17_Chr1R0033710	Medtr1g023620
MtrunA17_Chr1g0156021	Medtr1g023630
MtrunA17_Chr1g0156031	Medtr1g023660
MtrunA17_Chr1R0033800	Medtr1g023670
MtrunA17_Chr1g0156041	Medtr1g023670
MtrunA17_Chr1R0033870	Medtr1g023680
MtrunA17_Chr1g0156051	Medtr1g023690
MtrunA17_Chr1g0156061	Medtr1g023700
MtrunA17_Chr1g0156081	Medtr1g023720
MtrunA17_Chr1g0156101	Medtr1g023730
MtrunA17_Chr1R0033920	Medtr1g023730
MtrunA17_Chr1g0156121	Medtr1g023760
MtrunA17_Chr1g0156131	Medtr1g023770
MtrunA17_Chr1R0034060	Medtr1g023770
MtrunA17_Chr1g0156151	Medtr1g023800
MtrunA17_Chr1g0156161	Medtr1g023810
MtrunA17_Chr1g0156171	Medtr1g023820
MtrunA17_Chr1R0034100	Medtr1g023830
MtrunA17_Chr1g0156181	Medtr1g023830
MtrunA17_Chr1g0156191	Medtr1g023840
MtrunA17_Chr1g0156221	Medtr1g023920
MtrunA17_Chr1g0156251	Medtr1g023860
MtrunA17_Chr1g0156261	Medtr1g023870
MtrunA17_Chr1R0035620	Medtr1g024850
MtrunA17_Chr1g0156471	Medtr1g024820
MtrunA17_Chr1g0156481	Medtr1g024950
MtrunA17_Chr1g0156481	Medtr1g024830
MtrunA17_Chr1g0156491	Medtr1g024840
MtrunA17_Chr1g0156491	Medtr1g024940
MtrunA17_Chr1g0156501	Medtr1g024930
MtrunA17_Chr1g0156511	Medtr1g024920
MtrunA17_Chr1g0156521	Medtr1g024980
MtrunA17_Chr1g0156531	Medtr1g024970
MtrunA17_Chr1g0156531	Medtr1g115660
MtrunA17_Chr1g0156541	Medtr1g025060
MtrunA17_Chr1g0156551	Medtr1g024810
MtrunA17_Chr1g0156561	Medtr1g025150
MtrunA17_Chr1g0156571	Medtr1g025140
MtrunA17_Chr1g0156581	Medtr1g025180
MtrunA17_Chr1g0156591	Medtr1g025190
MtrunA17_Chr1R0036240	Medtr1g025210
MtrunA17_Chr1g0156601	Medtr1g025220
MtrunA17_Chr1R0036250	Medtr1g025240
MtrunA17_Chr1g0156611	Medtr1g025240
MtrunA17_Chr1g0156621	Medtr1g025250
MtrunA17_Chr1g0156641	Medtr1g025290
MtrunA17_Chr1R0036500	Medtr1g025300
MtrunA17_Chr1g0156651	Medtr1g025310
MtrunA17_Chr1g0156661	Medtr1g025320
MtrunA17_Chr1g0156671	Medtr1g025340
MtrunA17_Chr1g0156691	Medtr1g025370
MtrunA17_Chr1g0156691	Medtr1g025400
MtrunA17_Chr1R0036720	Medtr1g025370
MtrunA17_Chr1R0036720	Medtr1g025400
MtrunA17_Chr1R0036760	Medtr1g025380
MtrunA17_Chr1g0156701	Medtr1g025370
MtrunA17_Chr1g0156701	Medtr1g025400
MtrunA17_Chr1R0036770	Medtr1g025370
MtrunA17_Chr1R0036770	Medtr1g025400
MtrunA17_Chr1g0156711	Medtr1g025420
MtrunA17_Chr1g0156721	Medtr1g025425
MtrunA17_Chr1g0156721	Medtr3g052635
MtrunA17_Chr1g0156721	Medtr3g061075
MtrunA17_Chr1g0156721	Medtr4g072105
MtrunA17_Chr1g0156721	Medtr4g115705
MtrunA17_Chr1g0156721	Medtr5g039825
MtrunA17_Chr1g0156721	Medtr5g083695
MtrunA17_Chr1g0156721	Medtr5g087825
MtrunA17_Chr1g0156721	Medtr8g021155
MtrunA17_Chr1g0156731	Medtr1g025430
MtrunA17_Chr1g0156771	Medtr1g025450
MtrunA17_Chr1g0156781	Medtr1g025490
MtrunA17_Chr1g0156791	Medtr1g025500
MtrunA17_Chr1g0156801	Medtr1g025530
MtrunA17_Chr1g0156811	Medtr1g025550
MtrunA17_Chr1g0156821	Medtr1g025560
MtrunA17_Chr1g0156831	Medtr1g025570
MtrunA17_Chr1g0156851	Medtr1g025600
MtrunA17_Chr1g0156861	Medtr1g025610
MtrunA17_Chr1g0156871	Medtr1g025620
MtrunA17_Chr1g0156891	Medtr1g025680
MtrunA17_Chr1g0156901	Medtr1g025700
MtrunA17_Chr1g0156911	Medtr1g025720
MtrunA17_Chr1g0156921	Medtr1g025760
MtrunA17_Chr1g0156931	Medtr1g025780
MtrunA17_Chr1g0156951	Medtr1g025830
MtrunA17_Chr1g0156961	Medtr1g025850
MtrunA17_Chr1g0156971	Medtr1g025870
MtrunA17_Chr1g0157001	Medtr1g025910
MtrunA17_Chr1g0157011	Medtr1g025920
MtrunA17_Chr1g0157021	Medtr1g025950
MtrunA17_Chr1g0157041	Medtr1g025960
MtrunA17_Chr1g0157051	Medtr1g025980
MtrunA17_Chr1g0157061	Medtr1g026020
MtrunA17_Chr1g0157071	Medtr1g026030
MtrunA17_Chr1g0157081	Medtr1g005310
MtrunA17_Chr1g0157081	Medtr1g026040
MtrunA17_Chr1g0157081	Medtr4g021940
MtrunA17_Chr1g0157081	Medtr4g071780
MtrunA17_Chr1g0157081	Medtr8g103370
MtrunA17_Chr1g0157131	Medtr1g026190
MtrunA17_Chr1g0157141	Medtr1g026200
MtrunA17_Chr1g0157161	Medtr1g026080
MtrunA17_Chr1g0157171	Medtr1g026090
MtrunA17_Chr1g0157181	Medtr1g026100
MtrunA17_Chr1g0157191	Medtr1g026110
MtrunA17_Chr1g0157201	Medtr1g026130
MtrunA17_Chr1g0157211	Medtr1g026140
MtrunA17_Chr1g0157231	Medtr1g026160
MtrunA17_Chr1g0157251	Medtr1g026170
MtrunA17_Chr1g0158111	Medtr1g101580
MtrunA17_Chr1g0158111	Medtr4g076830
MtrunA17_Chr1g0158111	Medtr5g011560
MtrunA17_Chr1g0158111	Medtr7g022680
MtrunA17_Chr1g0158831	Medtr1g023370
MtrunA17_Chr1g0158831	Medtr2g005490
MtrunA17_Chr1g0158831	Medtr2g007410
MtrunA17_Chr1g0158831	Medtr2g010570
MtrunA17_Chr1g0158831	Medtr5g030110
MtrunA17_Chr1g0158831	Medtr5g056270
MtrunA17_Chr1g0158831	Medtr5g056290
MtrunA17_Chr1g0158831	Medtr5g081190
MtrunA17_Chr1g0158831	Medtr5g091480
MtrunA17_Chr1g0158831	Medtr6g087820
MtrunA17_Chr1g0158831	Medtr7g024060
MtrunA17_Chr1g0159141	Medtr2g101855
MtrunA17_Chr1g0159141	Medtr2g104245
MtrunA17_Chr1g0159141	Medtr3g048925
MtrunA17_Chr1g0159141	Medtr3g051205
MtrunA17_Chr1g0159141	Medtr4g075275
MtrunA17_Chr1g0159141	Medtr6g036475
MtrunA17_Chr1g0159141	Medtr6g036476
MtrunA17_Chr1g0159141	Medtr6g069415
MtrunA17_Chr1g0159141	Medtr6g069416
MtrunA17_Chr1g0159921	Medtr1g030550
MtrunA17_Chr1g0159921	Medtr1g030480
MtrunA17_Chr1g0159931	Medtr1g030505
MtrunA17_Chr1g0159931	Medtr3g085695
MtrunA17_Chr1g0159931	Medtr5g041745
MtrunA17_Chr1g0159931	Medtr7g071135
MtrunA17_Chr1g0159931	Medtr7g082965
MtrunA17_Chr1g0159931	Medtr8g088415
MtrunA17_Chr1g0159931	Medtr8g094745
MtrunA17_Chr1R0049080	Medtr1g030515
MtrunA17_Chr1R0049080	Medtr1g070935
MtrunA17_Chr1R0049080	Medtr3g031675
MtrunA17_Chr1R0049080	Medtr3g087376
MtrunA17_Chr1R0049080	Medtr3g088055
MtrunA17_Chr1R0049080	Medtr3g088057
MtrunA17_Chr1R0049080	Medtr5g030485
MtrunA17_Chr1R0049080	Medtr5g064095
MtrunA17_Chr1R0049080	Medtr5g064115
MtrunA17_Chr1R0049080	Medtr7g098235
MtrunA17_Chr1R0049080	Medtr8g094746
MtrunA17_Chr1R0049080	Medtr8g095955
MtrunA17_Chr1g0159941	Medtr1g030515
MtrunA17_Chr1g0159941	Medtr1g070935
MtrunA17_Chr1g0159941	Medtr3g031675
MtrunA17_Chr1g0159941	Medtr3g087376
MtrunA17_Chr1g0159941	Medtr3g088055
MtrunA17_Chr1g0159941	Medtr3g088057
MtrunA17_Chr1g0159941	Medtr5g030485
MtrunA17_Chr1g0159941	Medtr5g064095
MtrunA17_Chr1g0159941	Medtr5g064115
MtrunA17_Chr1g0159941	Medtr7g098235
MtrunA17_Chr1g0159941	Medtr8g094746
MtrunA17_Chr1g0159941	Medtr8g095955
MtrunA17_Chr1g0159951	Medtr1g030520
MtrunA17_Chr1g0159951	Medtr1g030540
MtrunA17_Chr1g0159971	Medtr1g030220
MtrunA17_Chr1g0159981	Medtr1g030230
MtrunA17_Chr1g0159991	Medtr1g030270
MtrunA17_Chr1g0160041	Medtr1g030290
MtrunA17_Chr1g0160051	Medtr1g030300
MtrunA17_Chr1g0160071	Medtr1g030320
MtrunA17_Chr1g0160101	Medtr1g030340
MtrunA17_Chr1g0160111	Medtr1g030400
MtrunA17_Chr1g0160121	Medtr1g030410
MtrunA17_Chr1g0160131	Medtr1g030420
MtrunA17_Chr1g0160141	Medtr1g030430
MtrunA17_Chr1g0160151	Medtr1g030440
